"Date","Price","Open","High","Low","Vol.","Change %"
"01-10-2023","8.04","8.19","8.25","7.78","5.88M","-1.74%"
"30-09-2023","8.19","7.95","8.27","7.94","5.45M","2.99%"
"29-09-2023","7.95","7.81","8.07","7.68","4.75M","1.79%"
"28-09-2023","7.81","7.64","8.04","7.58","7.40M","2.21%"
"27-09-2023","7.64","7.36","7.87","7.27","7.39M","3.82%"
"26-09-2023","7.36","7.50","7.56","7.25","3.97M","-1.83%"
"25-09-2023","7.50","6.97","7.51","6.94","5.06M","7.50%"
"24-09-2023","6.97","7.19","7.25","6.97","3.21M","-3.01%"
"23-09-2023","7.19","6.96","7.22","6.92","6.47M","3.35%"
"22-09-2023","6.96","6.66","6.97","6.62","3.14M","4.40%"
"21-09-2023","6.66","6.90","6.94","6.61","4.34M","-3.49%"
"20-09-2023","6.90","6.85","7.03","6.75","4.64M","0.93%"
"19-09-2023","6.84","6.56","6.96","6.53","5.66M","4.30%"
"18-09-2023","6.56","6.15","6.82","6.11","8.09M","6.72%"
"17-09-2023","6.15","6.28","6.28","6.06","1.53M","-2.21%"
"16-09-2023","6.28","6.37","6.42","6.19","1.94M","-1.29%"
"15-09-2023","6.37","6.15","6.37","6.10","2.56M","3.50%"
"14-09-2023","6.15","6.02","6.21","6.01","3.47M","2.25%"
"13-09-2023","6.02","5.95","6.07","5.93","3.03M","1.06%"
"12-09-2023","5.95","5.83","6.07","5.81","3.16M","2.15%"
"11-09-2023","5.83","6.01","6.03","5.75","4.36M","-3.06%"
"10-09-2023","6.01","6.16","6.16","5.96","2.98M","-2.45%"
"09-09-2023","6.16","6.28","6.29","6.16","1.08M","-1.82%"
"08-09-2023","6.28","6.39","6.40","6.16","2.05M","-1.74%"
"07-09-2023","6.39","6.30","6.47","6.20","3.15M","1.48%"
"06-09-2023","6.30","6.14","6.33","6.11","4.86M","2.51%"
"05-09-2023","6.14","6.02","6.15","5.91","3.00M","2.11%"
"04-09-2023","6.02","6.03","6.16","5.95","2.82M","-0.20%"
"03-09-2023","6.03","5.97","6.06","5.95","1.80M","1.04%"
"02-09-2023","5.97","5.94","6.00","5.89","1.31M","0.42%"
"01-09-2023","5.94","5.88","6.03","5.83","3.71M","1.04%"
"31-08-2023","5.88","5.93","6.06","5.76","4.26M","-0.81%"
"30-08-2023","5.93","6.19","6.20","5.89","3.28M","-4.22%"
"29-08-2023","6.19","5.98","6.31","5.85","5.70M","3.44%"
"28-08-2023","5.98","6.03","6.03","5.87","3.41M","-0.76%"
"27-08-2023","6.03","6.01","6.04","5.96","1.35M","0.37%"
"26-08-2023","6.01","6.01","6.04","5.96","1.66M","-0.13%"
"25-08-2023","6.01","6.08","6.08","5.92","3.19M","-1.15%"
"24-08-2023","6.08","6.35","6.37","5.99","3.04M","-4.16%"
"23-08-2023","6.35","6.11","6.43","6.11","3.66M","3.84%"
"22-08-2023","6.11","6.17","6.25","5.90","4.00M","-0.99%"
"21-08-2023","6.17","6.22","6.25","6.02","3.11M","-0.69%"
"20-08-2023","6.22","6.18","6.23","6.12","1.29M","0.66%"
"19-08-2023","6.18","6.17","6.26","6.12","2.36M","0.00%"
"18-08-2023","6.17","6.19","6.28","6.09","4.92M","-0.37%"
"17-08-2023","6.20","6.76","6.87","5.63","8.51M","-8.37%"
"16-08-2023","6.76","7.05","7.07","6.61","6.15M","-4.06%"
"15-08-2023","7.05","7.41","7.43","6.89","6.17M","-4.93%"
"14-08-2023","7.41","7.37","7.62","7.31","3.84M","0.52%"
"13-08-2023","7.38","7.44","7.56","7.32","2.09M","-0.82%"
"12-08-2023","7.44","7.49","7.54","7.39","1.35M","-0.75%"
"11-08-2023","7.49","7.62","7.64","7.41","1.87M","-1.63%"
"10-08-2023","7.62","7.68","7.72","7.56","3.32M","-0.88%"
"09-08-2023","7.68","7.46","7.91","7.38","5.40M","3.03%"
"08-08-2023","7.46","7.32","7.53","7.29","4.04M","1.86%"
"07-08-2023","7.32","7.10","7.39","6.95","3.39M","3.07%"
"06-08-2023","7.10","7.23","7.27","7.08","1.72M","-1.69%"
"05-08-2023","7.23","7.14","7.25","7.10","1.64M","1.19%"
"04-08-2023","7.14","7.13","7.26","7.03","3.13M","0.20%"
"03-08-2023","7.13","7.35","7.41","7.09","3.45M","-2.97%"
"02-08-2023","7.35","7.64","7.71","7.34","4.65M","-3.87%"
"01-08-2023","7.64","7.55","7.64","7.35","3.91M","1.26%"
"31-07-2023","7.55","7.56","7.71","7.45","3.51M","-0.21%"
"30-07-2023","7.56","7.84","7.86","7.39","3.06M","-3.58%"
"29-07-2023","7.84","7.76","7.89","7.73","2.02M","0.33%"
"28-07-2023","7.82","7.99","8.09","7.78","3.22M","-2.20%"
"27-07-2023","7.99","7.74","8.10","7.69","6.08M","3.23%"
"26-07-2023","7.74","7.39","7.83","7.29","6.65M","4.73%"
"25-07-2023","7.39","7.59","7.64","7.35","4.25M","-2.52%"
"24-07-2023","7.59","7.89","7.89","7.47","6.46M","-3.91%"
"23-07-2023","7.89","7.88","8.09","7.83","3.79M","0.21%"
"22-07-2023","7.88","8.13","8.30","7.79","7.10M","-3.04%"
"21-07-2023","8.12","8.35","8.42","8.06","9.89M","-2.71%"
"20-07-2023","8.35","6.91","8.40","6.89","25.92M","20.77%"
"19-07-2023","6.92","6.91","7.05","6.78","4.96M","0.00%"
"18-07-2023","6.91","7.19","7.30","6.80","9.64M","-3.77%"
"17-07-2023","7.19","6.61","7.25","6.46","9.89M","8.79%"
"16-07-2023","6.61","6.92","6.92","6.58","3.65M","-4.49%"
"15-07-2023","6.92","6.96","7.02","6.83","3.46M","-0.58%"
"14-07-2023","6.96","7.12","7.34","6.71","8.00M","-2.32%"
"13-07-2023","7.12","6.25","7.14","6.21","6.95M","13.92%"
"12-07-2023","6.25","6.21","6.34","6.20","2.21M","0.73%"
"11-07-2023","6.21","6.17","6.23","6.12","1.10M","0.63%"
"10-07-2023","6.17","6.15","6.30","6.02","2.21M","0.33%"
"09-07-2023","6.15","6.20","6.24","6.13","1.23M","-0.81%"
"08-07-2023","6.20","6.16","6.22","6.10","1.31M","0.66%"
"07-07-2023","6.16","6.08","6.22","6.04","2.11M","1.25%"
"06-07-2023","6.08","6.30","6.51","6.08","3.80M","-3.52%"
"05-07-2023","6.30","6.52","6.57","6.22","3.10M","-3.36%"
"04-07-2023","6.52","6.63","6.63","6.41","2.67M","-1.58%"
"03-07-2023","6.63","6.54","6.69","6.47","3.30M","1.33%"
"02-07-2023","6.54","6.50","6.56","6.34","4.18M","0.59%"
"01-07-2023","6.50","6.31","6.52","6.13","5.25M","3.01%"
"30-06-2023","6.31","5.89","6.45","5.81","8.92M","7.13%"
"29-06-2023","5.89","5.81","6.18","5.79","4.30M","1.41%"
"28-06-2023","5.81","6.20","6.20","5.74","4.23M","-6.31%"
"27-06-2023","6.20","6.06","6.25","6.05","3.32M","2.24%"
"26-06-2023","6.06","6.16","6.25","6.01","3.95M","-1.51%"
"25-06-2023","6.16","6.14","6.37","6.06","3.29M","0.24%"
"24-06-2023","6.14","6.07","6.19","5.94","3.28M","1.25%"
"23-06-2023","6.07","5.56","6.15","5.55","6.86M","9.10%"
"22-06-2023","5.56","5.56","5.82","5.52","4.77M","0.00%"
"21-06-2023","5.56","5.27","5.58","5.25","5.38M","5.68%"
"20-06-2023","5.27","5.13","5.28","5.00","4.31M","2.71%"
"19-06-2023","5.13","5.16","5.18","5.00","3.29M","-0.74%"
"18-06-2023","5.16","5.28","5.30","5.15","2.00M","-2.14%"
"17-06-2023","5.28","5.32","5.39","5.23","1.92M","-0.81%"
"16-06-2023","5.32","5.31","5.39","5.17","2.24M","0.28%"
"15-06-2023","5.31","5.25","5.42","5.16","2.99M","1.11%"
"14-06-2023","5.25","5.30","5.51","5.16","3.93M","-1.00%"
"13-06-2023","5.30","5.16","5.40","5.11","2.58M","2.73%"
"12-06-2023","5.16","5.17","5.19","5.02","2.84M","-0.34%"
"11-06-2023","5.18","5.23","5.25","5.10","2.59M","-1.11%"
"10-06-2023","5.23","5.99","6.00","4.78","14.47M","-12.53%"
"09-06-2023","5.99","5.99","6.08","5.92","1.27M","-0.15%"
"08-06-2023","5.99","5.92","6.04","5.88","1.47M","1.30%"
"07-06-2023","5.92","6.26","6.26","5.83","3.06M","-5.42%"
"06-06-2023","6.26","6.06","6.31","6.01","3.78M","3.27%"
"05-06-2023","6.06","6.45","6.49","5.97","4.58M","-6.05%"
"04-06-2023","6.45","6.42","6.53","6.39","1.20M","0.48%"
"03-06-2023","6.42","6.45","6.46","6.37","889.01K","-0.59%"
"02-06-2023","6.45","6.34","6.48","6.32","2.19M","1.76%"
"01-06-2023","6.34","6.48","6.51","6.32","2.21M","-2.15%"
"31-05-2023","6.48","6.61","6.63","6.41","2.66M","-2.01%"
"30-05-2023","6.61","6.64","6.67","6.54","2.44M","-0.34%"
"29-05-2023","6.64","6.63","6.67","6.53","2.30M","0.09%"
"28-05-2023","6.63","6.44","6.66","6.42","2.07M","3.03%"
"27-05-2023","6.44","6.34","6.44","6.34","1.12M","1.48%"
"26-05-2023","6.34","6.28","6.38","6.24","1.74M","1.05%"
"25-05-2023","6.28","6.32","6.34","6.19","1.92M","-0.73%"
"24-05-2023","6.32","6.50","6.50","6.22","3.16M","-2.80%"
"23-05-2023","6.50","6.53","6.63","6.48","1.80M","-0.34%"
"22-05-2023","6.53","6.43","6.61","6.35","2.68M","1.44%"
"21-05-2023","6.43","6.50","6.54","6.37","1.32M","-1.09%"
"20-05-2023","6.50","6.51","6.54","6.47","789.81K","0.00%"
"19-05-2023","6.51","6.53","6.55","6.47","1.47M","-0.43%"
"18-05-2023","6.53","6.76","6.77","6.43","2.32M","-3.26%"
"17-05-2023","6.76","6.66","6.80","6.55","3.39M","1.36%"
"16-05-2023","6.66","6.64","6.72","6.56","2.38M","0.44%"
"15-05-2023","6.64","6.55","6.71","6.46","2.39M","1.36%"
"14-05-2023","6.55","6.49","6.61","6.44","1.24M","0.82%"
"13-05-2023","6.49","6.62","6.63","6.48","1.81M","-1.89%"
"12-05-2023","6.62","6.36","6.64","6.24","3.48M","3.99%"
"11-05-2023","6.36","6.59","6.59","6.24","4.13M","-3.36%"
"10-05-2023","6.59","6.52","6.69","6.31","4.48M","0.92%"
"09-05-2023","6.52","6.59","6.63","6.46","2.33M","-0.91%"
"08-05-2023","6.59","6.91","6.91","6.42","5.59M","-4.65%"
"07-05-2023","6.91","6.92","6.98","6.87","1.77M","-0.22%"
"06-05-2023","6.92","7.23","7.27","6.89","2.77M","-4.21%"
"05-05-2023","7.23","7.00","7.28","6.95","3.03M","3.29%"
"04-05-2023","7.00","7.13","7.16","6.96","1.86M","-1.84%"
"03-05-2023","7.13","6.99","7.15","6.82","3.41M","2.01%"
"02-05-2023","6.99","6.90","7.01","6.81","2.32M","1.19%"
"01-05-2023","6.90","7.02","7.08","6.80","3.65M","-1.68%"
"30-04-2023","7.02","7.19","7.30","7.02","3.05M","-2.28%"
"29-04-2023","7.19","7.04","7.22","6.99","2.58M","1.99%"
"28-04-2023","7.04","7.17","7.19","6.97","3.73M","-1.78%"
"27-04-2023","7.17","7.00","7.23","6.99","5.63M","2.40%"
"26-04-2023","7.00","7.27","7.50","6.74","7.56M","-3.71%"
"25-04-2023","7.27","7.07","7.30","6.95","3.79M","2.90%"
"24-04-2023","7.07","7.08","7.26","7.01","4.23M","-0.21%"
"23-04-2023","7.08","7.18","7.18","6.89","4.37M","-1.26%"
"22-04-2023","7.18","7.11","7.23","7.08","3.13M","0.76%"
"21-04-2023","7.12","7.52","7.60","7.03","7.16M","-5.25%"
"20-04-2023","7.52","7.75","7.96","7.47","7.76M","-3.07%"
"19-04-2023","7.75","8.58","8.60","7.65","10.62M","-9.52%"
"18-04-2023","8.57","8.16","8.79","8.04","9.68M","5.04%"
"17-04-2023","8.16","8.14","8.29","7.89","8.04M","0.28%"
"16-04-2023","8.14","8.00","8.19","7.90","4.47M","1.72%"
"15-04-2023","8.00","7.74","8.08","7.62","5.06M","3.28%"
"14-04-2023","7.74","7.46","7.90","7.46","8.14M","3.86%"
"13-04-2023","7.46","7.23","7.51","7.17","4.01M","3.20%"
"12-04-2023","7.23","7.30","7.37","7.10","3.97M","-1.08%"
"11-04-2023","7.30","7.34","7.45","7.28","3.17M","-0.49%"
"10-04-2023","7.34","7.20","7.36","7.14","2.80M","1.90%"
"09-04-2023","7.20","7.13","7.25","7.06","1.36M","0.98%"
"08-04-2023","7.13","7.26","7.30","7.09","1.50M","-1.80%"
"07-04-2023","7.26","7.20","7.30","7.11","2.00M","0.89%"
"06-04-2023","7.20","7.32","7.33","7.12","3.09M","-1.69%"
"05-04-2023","7.32","7.37","7.60","7.22","5.41M","-0.67%"
"04-04-2023","7.37","7.24","7.48","7.22","4.53M","1.89%"
"03-04-2023","7.24","7.26","7.44","7.03","5.45M","-0.30%"
"02-04-2023","7.26","7.55","7.55","7.19","2.77M","-3.83%"
"01-04-2023","7.55","7.59","7.64","7.45","2.86M","-0.54%"
"31-03-2023","7.59","7.23","7.67","7.23","6.52M","4.88%"
"30-03-2023","7.23","7.38","7.55","7.14","5.49M","-2.04%"
"29-03-2023","7.39","6.95","7.49","6.93","5.97M","6.32%"
"28-03-2023","6.95","6.87","7.04","6.76","4.20M","1.08%"
"27-03-2023","6.87","7.26","7.27","6.77","4.81M","-5.27%"
"26-03-2023","7.26","7.08","7.29","7.05","2.36M","2.40%"
"25-03-2023","7.08","7.19","7.25","6.97","3.44M","-1.41%"
"24-03-2023","7.19","7.61","7.66","7.12","5.36M","-5.61%"
"23-03-2023","7.61","7.17","7.63","7.09","6.51M","6.21%"
"22-03-2023","7.17","7.37","7.71","7.00","12.79M","-2.82%"
"21-03-2023","7.38","7.05","7.47","6.85","7.16M","4.70%"
"20-03-2023","7.05","7.08","7.43","6.93","9.89M","-0.34%"
"19-03-2023","7.07","6.92","7.28","6.92","4.20M","2.12%"
"18-03-2023","6.92","7.21","7.30","6.86","6.25M","-4.00%"
"17-03-2023","7.21","6.66","7.25","6.61","7.39M","8.19%"
"16-03-2023","6.66","6.54","6.68","6.45","4.03M","1.99%"
"15-03-2023","6.54","6.96","7.11","6.40","7.80M","-6.04%"
"14-03-2023","6.96","6.76","7.20","6.61","10.49M","2.92%"
"13-03-2023","6.76","6.55","6.87","6.40","9.27M","3.16%"
"12-03-2023","6.55","6.16","6.56","6.07","6.21M","6.26%"
"11-03-2023","6.16","6.21","6.38","5.93","6.87M","-0.66%"
"10-03-2023","6.21","6.16","6.26","5.91","8.11M","0.70%"
"09-03-2023","6.16","6.58","6.69","6.03","7.49M","-6.41%"
"08-03-2023","6.58","6.88","6.95","6.52","5.48M","-4.28%"
"07-03-2023","6.88","6.85","6.97","6.67","3.95M","0.26%"
"06-03-2023","6.86","6.94","6.98","6.82","2.67M","-1.19%"
"05-03-2023","6.94","6.86","7.01","6.81","2.04M","1.27%"
"04-03-2023","6.86","6.96","7.01","6.71","2.84M","-1.45%"
"03-03-2023","6.96","7.27","7.27","6.70","6.28M","-4.25%"
"02-03-2023","7.27","7.54","7.58","7.17","4.22M","-3.70%"
"01-03-2023","7.54","7.19","7.55","7.15","5.06M","4.98%"
"28-02-2023","7.19","7.28","7.42","7.10","4.90M","-1.34%"
"27-02-2023","7.28","7.50","7.50","7.13","4.30M","-2.79%"
"26-02-2023","7.49","7.37","7.54","7.29","2.68M","1.64%"
"25-02-2023","7.37","7.47","7.49","7.18","4.46M","-1.28%"
"24-02-2023","7.47","7.93","8.14","7.23","9.98M","-5.87%"
"23-02-2023","7.93","7.72","8.20","7.67","10.48M","2.84%"
"22-02-2023","7.72","7.64","7.72","7.32","6.83M","0.93%"
"21-02-2023","7.64","8.02","8.07","7.52","6.04M","-4.65%"
"20-02-2023","8.02","8.01","8.39","7.74","8.30M","0.00%"
"19-02-2023","8.01","7.99","8.29","7.85","9.62M","0.32%"
"18-02-2023","7.99","7.65","8.25","7.51","11.61M","4.32%"
"17-02-2023","7.66","7.01","7.70","6.97","8.27M","9.19%"
"16-02-2023","7.01","7.28","7.49","7.01","8.42M","-3.67%"
"15-02-2023","7.28","6.81","7.30","6.73","5.36M","6.95%"
"14-02-2023","6.81","6.66","6.83","6.54","4.54M","2.14%"
"13-02-2023","6.66","6.81","6.84","6.44","5.70M","-2.11%"
"12-02-2023","6.81","7.00","7.08","6.70","3.43M","-2.76%"
"11-02-2023","7.00","6.90","7.03","6.85","2.39M","1.49%"
"10-02-2023","6.90","6.98","7.11","6.80","6.77M","-1.20%"
"09-02-2023","6.98","7.14","7.80","6.86","19.06M","-2.16%"
"08-02-2023","7.14","7.20","7.29","6.96","5.01M","-0.96%"
"07-02-2023","7.20","6.83","7.21","6.82","4.70M","5.58%"
"06-02-2023","6.82","6.98","7.05","6.78","3.62M","-2.26%"
"05-02-2023","6.98","7.23","7.25","6.88","3.53M","-3.47%"
"04-02-2023","7.23","7.30","7.36","7.13","3.30M","-0.86%"
"03-02-2023","7.30","7.09","7.33","7.01","4.51M","2.95%"
"02-02-2023","7.09","7.21","7.48","7.06","5.86M","-1.77%"
"01-02-2023","7.21","6.95","7.28","6.68","5.62M","3.74%"
"31-01-2023","6.95","6.91","7.07","6.86","3.47M","0.62%"
"30-01-2023","6.91","7.38","7.44","6.80","5.12M","-6.32%"
"29-01-2023","7.38","7.22","7.47","7.15","5.15M","2.22%"
"28-01-2023","7.22","7.38","7.50","7.13","4.11M","-2.17%"
"27-01-2023","7.38","7.17","7.49","6.96","7.08M","2.94%"
"26-01-2023","7.17","6.95","7.30","6.83","7.26M","2.93%"
"25-01-2023","6.96","6.66","7.09","6.52","6.89M","4.47%"
"24-01-2023","6.66","7.01","7.20","6.58","5.51M","-4.92%"
"23-01-2023","7.01","6.99","7.22","6.91","6.60M","0.33%"
"22-01-2023","6.99","6.85","7.25","6.80","6.98M","2.03%"
"21-01-2023","6.85","6.95","7.10","6.83","6.67M","-1.50%"
"20-01-2023","6.95","6.51","6.97","6.42","4.36M","6.78%"
"19-01-2023","6.51","6.33","6.54","6.32","3.42M","2.79%"
"18-01-2023","6.33","6.81","6.98","6.32","8.69M","-6.97%"
"17-01-2023","6.81","6.67","6.99","6.56","6.39M","2.16%"
"16-01-2023","6.67","6.70","6.95","6.44","7.57M","-0.48%"
"15-01-2023","6.70","6.86","6.92","6.60","6.01M","-2.46%"
"14-01-2023","6.87","6.61","7.10","6.52","10.90M","3.94%"
"13-01-2023","6.61","6.39","6.62","6.26","4.80M","3.44%"
"12-01-2023","6.39","6.29","6.40","6.16","6.32M","1.60%"
"11-01-2023","6.28","6.16","6.30","6.02","3.96M","2.10%"
"10-01-2023","6.16","6.07","6.30","5.98","3.81M","1.48%"
"09-01-2023","6.07","5.94","6.25","5.94","6.18M","2.18%"
"08-01-2023","5.94","5.83","5.96","5.76","2.67M","1.75%"
"07-01-2023","5.83","5.71","5.84","5.69","2.36M","2.10%"